labels,text,expr_s,prob_expr_s,max_prob
guilt,I forgot to convey an important announcement. ,guilt,"[0.22656818479299545, 0.06888394042228659, 0.13483871643741926, 0.6884136994679769, 0.08307614978790905, 0.22299278589586416, 0.32749372348189354]",0.6884136994679769
joy,Meeting a loved man. ,joy,"[0.0012590280772807698, 0.0003817026881733909, 0.09256514757483576, 0.17701574981523058, 0.9470240871111552, 0.08226724676205777, 0.001732824797121187]",0.9470240871111552
fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light. ",fear,"[0.9117165903250376, 0.9185860057671865, 0.9924141963322958, 0.9580398797988892, 0.08213352811678003, 0.7868044873078665, 0.8827241261800131]",0.9924141963322958
anger,"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality. ",anger,"[0.9929919441541036, 0.9887284437815348, 0.9207910001277924, 0.9069770475228628, 0.005854749906575307, 0.8233876700202624, 0.9869782229264578]",0.9929919441541036
sadness,When one is alone and knows that all the others are celebrating. ,joy,"[0.14551900020645311, 0.018667475514424343, 0.08581994008272886, 0.1179302018135786, 0.4579038123289744, 0.20671027898788452, 0.02888269575002293]",0.4579038123289744
disgust,"At the sight of an insect, such as the black-beetle. ",fear,"[0.9328646858533224, 0.9184474945068359, 0.9675822953383127, 0.8082157572110494, 0.6705221136411031, 0.6834371338287989, 0.7812974055608114]",0.9675822953383127
shame,When not fulfilling any of my obligations to a person whom I respect. ,guilt,"[0.8844972650210062, 0.5271345476309458, 0.6833671753605207, 0.9564932882785797, 0.01403266032381604, 0.8098931809266409, 0.9192047516504923]",0.9564932882785797
guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it. ,guilt,"[0.8234982987244924, 0.868532121181488, 0.845555047194163, 0.9061814447244009, 0.0020814384624827653, 0.7435065694153309, 0.7957365115483602]",0.9061814447244009
joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and. . . ! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them. ",fear,"[0.4179026633501053, 0.38097195823987323, 0.8307628730932871, 0.6415888518095016, 0.5619460195302963, 0.5421015818913778, 0.357124591867129]",0.8307628730932871
fear,This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved ! ,fear,"[0.6458748430013657, 0.3783461091419061, 0.9747582872708639, 0.7883849442005157, 0.21282401469458515, 0.8366513202587763, 0.4892100716630618]",0.9747582872708639
anger,"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i. e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later. ",anger,"[0.9923746585845947, 0.9272352258364359, 0.625966822107633, 0.6178270727396011, 0.09293861186112433, 0.45402101892977953, 0.7339922785758972]",0.9923746585845947
sadness,"Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect. ",guilt,"[0.2887674029916525, 0.15967892669141293, 0.2609146585067113, 0.38995909690856934, 0.15586205261449018, 0.38098278144995373, 0.23138714830080667]",0.38995909690856934
disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat. ,fear,"[0.729128951827685, 0.8050050437450409, 0.810345470905304, 0.719847763578097, 0.7440797090530396, 0.628223218023777, 0.656646857659022]",0.810345470905304
shame,This happens to me when I am not prepared in a given subject. ,guilt,"[0.6310347567001978, 0.4217511862516403, 0.7200267513593038, 0.8851935962835947, 0.020726010319776833, 0.661690354347229, 0.7808657685915629]",0.8851935962835947
guilt,"Quite unconsciously I offended a girlfriend of mine. It was really worthy to pass this fact over in silence, but I acted so, because I believed I was right. In fact it often happens to me to feel guilt, after I have already done the deed. ",guilt,"[0.6356417884429296, 0.6634796460469564, 0.5679963255921999, 0.8438112537066141, 0.1541469677661856, 0.6693941205739975, 0.7869871656099955]",0.8438112537066141
joy,When I was admitted to the University. ,joy,"[0.5234537050127983, 0.3695906897385915, 0.5251739323139191, 0.7442735830942789, 0.7481050888697306, 0.5502616812785467, 0.4629185199737549]",0.7481050888697306
fear,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown. ",fear,"[0.7305545012156168, 0.8587314188480377, 0.9870732625325521, 0.8991522590319315, 0.25345295380490523, 0.8780135711034139, 0.792111853758494]",0.9870732625325521
anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources. ,guilt,"[0.5311064347624779, 0.5187422732512156, 0.2437376876672109, 0.670835554599762, 0.06446360587142408, 0.33873725930849713, 0.5699743876854578]",0.670835554599762
sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying. ",sadness,"[0.7310293813546499, 0.8347407778104147, 0.9769608477751414, 0.9373613397280375, 0.2903167239758962, 0.9831631978352865, 0.8652509053548177]",0.9831631978352865
disgust,I saw in the street a man spitting. ,anger,"[0.9810550610224406, 0.973891148964564, 0.930121898651123, 0.9364713927110037, 0.11113042128272355, 0.8820085426171621, 0.9684982498486837]",0.9810550610224406
shame,"I talked with a man who stammered and without controlling myself, I started to talk imitating him. ",guilt,"[0.4797415720919768, 0.1191097698174417, 0.4888542468349139, 0.6584333578745524, 0.08012086836000283, 0.5087533816695213, 0.41412973900636035]",0.6584333578745524
guilt,"Always, and this happens often when I do not keep my word. ",guilt,"[0.8942117691040039, 0.783226877450943, 0.7887486020723978, 0.9616217712561289, 0.006112283648690209, 0.7501417100429535, 0.9101303517818451]",0.9616217712561289
joy,When I understood that I was admitted to the University. ,joy,"[0.19824250818540654, 0.10802297666668892, 0.1975911712894837, 0.5187691822648048, 0.8251797258853912, 0.16606336335341135, 0.10668067789326112]",0.8251797258853912
fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half. ,fear,"[0.9684516688187917, 0.9460640649000803, 0.9840679367383321, 0.9450167020161947, 0.5846214642127355, 0.9588878850142161, 0.9332147737344106]",0.9840679367383321
anger,I feel this feeling when I am to fill in a questionnaire or a form. ,fear,"[0.6263038863738378, 0.7342877884705862, 0.8829197585582733, 0.7764615515867869, 0.4263942465186119, 0.7692178835471472, 0.719408651192983]",0.8829197585582733
sadness,When the man I loved decided to leave me forever. ,sadness,"[0.9442483087380728, 0.8658453226089478, 0.9572742780049642, 0.9493323067824045, 0.08440993473050185, 0.9729520479838053, 0.9444726705551147]",0.9729520479838053
disgust,"I have felt this feeling when a person whom I believe and respect, lied to me. ",anger,"[0.968559334675471, 0.9324180781841278, 0.9528924326101939, 0.9271172483762106, 0.10148558606548856, 0.8617188135782877, 0.9663653274377187]",0.968559334675471
shame,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love. ",shame,"[0.34411795809865, 0.8074500759442648, 0.6721049609283606, 0.9357038935025533, 0.007065536396112293, 0.7555933271845182, 0.9568245311578115]",0.956824531157811
guilt,When I offend somebody unfairly. ,guilt,"[0.9016684889793396, 0.8736288746198019, 0.5893082891901334, 0.9448453883330027, 0.0014135220359700422, 0.620518417408069, 0.9388222595055898]",0.9448453883330027
joy,A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him. ,sadness,"[0.10473874777865906, 0.03895675313348571, 0.10079747384103636, 0.26423679540554684, 0.00433667260222137, 0.5334405538936456, 0.12481359268228213]",0.5334405538936456
fear,"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event. ",fear,"[0.8483998775482178, 0.9036622246106466, 0.9867323935031891, 0.931478867928187, 0.33872037411977846, 0.8608921567598978, 0.7811244428157806]",0.9867323935031891
anger,"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me. ",anger,"[0.9951145847638448, 0.9588803152243296, 0.41587869729846716, 0.5649626180529594, 0.018493636955099646, 0.20388081840549907, 0.6670179814100266]",0.9951145847638448
sadness,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form. ",sadness,"[0.40609005093574524, 0.8072965741157532, 0.9541467229525248, 0.8015788098176321, 0.013440088783681858, 0.9659298559029897, 0.8407441973686218]",0.9659298559029897
disgust,I felt disgust with a person whose behaviour was out of the elementary human norms. ,disgust,"[0.985168993473053, 0.9933331112066904, 0.8339160829782486, 0.8009407073259354, 0.0020114060389460064, 0.7181858401745558, 0.9845116933186849]",0.9933331112066904
shame,I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose. ,shame,"[0.691916490594546, 0.9492441713809967, 0.8684241672356924, 0.948235273361206, 0.05886192225928729, 0.8815550108750662, 0.9900897542635599]",0.990089754263559
guilt,At a moment of affect I offended a person very close to me. He had given me ground for that but it was a trifling in comparison with the way I insulted him. A moment later I felt a sense of guilt. ,guilt,"[0.7723751614491144, 0.9020087321599325, 0.6922700752814611, 0.9595208962758383, 0.09991104037423308, 0.6883593127131462, 0.9418311615784963]",0.9595208962758383
joy,When I understood I was admitted to the Sofia University. ,joy,"[0.21310360729694366, 0.1028630652775367, 0.21566815550128618, 0.5396807913978895, 0.7747908234596252, 0.20991655066609383, 0.11790010643502076]",0.7747908234596252
fear,"I broke my knee when I was skiing over ""Yastrebetz"" (a racing track in a Bulgarian winter resort). ",guilt,"[0.4966440598169963, 0.29722412675619125, 0.6312301109234492, 0.8180059492588043, 0.17280775805314383, 0.6963779727617899, 0.6459019929170609]",0.8180059492588043
anger,"The doctors from Belogradchik town determined a wrong diagnosis to my son. A month later, after some complex examinations at ISUL (A medical institute in Sofia), the diagnosis was categorically rejected. ",anger,"[0.8742911318937937, 0.820914755264918, 0.7627071887254715, 0.8737812141577402, 0.2736685710648696, 0.8119254261255264, 0.8517895738283793]",0.8742911318937937
sadness,"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong. ",fear,"[0.9151664872964224, 0.8171752591927847, 0.9706642031669617, 0.9075428048769633, 0.8076276580492655, 0.961199144522349, 0.8037782808144888]",0.9706642031669617
disgust,A colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade. ,guilt,"[0.5572830388943354, 0.2807723842561245, 0.4870370452602704, 0.8444476823012034, 0.34460674971342087, 0.3874588633577029, 0.3531162788470586]",0.8444476823012034
shame,I felt this feeling during the exam in higher mathematics. ,fear,"[0.7177535742521286, 0.7111781438191732, 0.8741313517093658, 0.7774850378433863, 0.7739701519409815, 0.7806316514809927, 0.6360669334729513]",0.8741313517093658
guilt,My son drank four pills of diazepam every two hours instead of amidophen. ,guilt,"[0.7918272912502289, 0.6385724395513535, 0.6918509503205618, 0.8951166868209839, 0.2193317019070188, 0.7178331563870112, 0.781936506430308]",0.8951166868209839
joy,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for ""a master of sports"". ",joy,"[0.0006372224258181328, 0.0005876219996328776, 0.02147950193708918, 0.2712256866119181, 0.9517638782660166, 0.0004215121880406514, 0.003060894824254016]",0.9517638782660166
fear,"I felt fear once, when the car in which I travelled directed towards the precipice along the road. ",fear,"[0.055740500489870705, 0.5233691645165285, 0.9745432833830515, 0.7744889706373215, 0.00746256519293335, 0.440072825178504, 0.3332396646340688]",0.9745432833830515
anger,When I see how people around me pass by certain unjustice because of indifference or cowardice. ,anger,"[0.9518255492051443, 0.9269662102063497, 0.9120895266532898, 0.8679176072279612, 0.027982215435865026, 0.9184524416923523, 0.9303478300571442]",0.9518255492051443
sadness,When I left a man in whom I really believed. ,sadness,"[0.22516214350859323, 0.1316075767002379, 0.26643983864535886, 0.7473450849453608, 0.5759120980898539, 0.7934287091096243, 0.4655355531722307]",0.7934287091096243
disgust,Disgust with drunk people. ,disgust,"[0.937596062819163, 0.9930089314778646, 0.5088399243541062, 0.7324120129148165, 0.0030557582698141537, 0.6370508512482047, 0.9680970311164856]",0.9930089314778646
shame,When I try to lie. ,shame,"[0.5641719723741213, 0.5173768724004427, 0.3818550283710162, 0.5734470995763937, 0.01404897338943556, 0.29211393743753433, 0.821768323580424]",0.82176832358042
guilt,When I had had the possibility to act or to do certain activity better but I had not done it because of reluctance or carelessness. ,guilt,"[0.7117918282747269, 0.606611579656601, 0.6304185763001442, 0.9258270462354025, 0.05223186298583945, 0.8143212596575419, 0.8176025748252869]",0.9258270462354025
joy,When I was admitted to the University. ,joy,"[0.5234537050127983, 0.3695906897385915, 0.5251739323139191, 0.7442735830942789, 0.7481050888697306, 0.5502616812785467, 0.4629185199737549]",0.7481050888697306
fear,When I broke my leg I felt fear. ,fear,"[0.010713762128337597, 0.2602545969809095, 0.9794358114401499, 0.7695661584536234, 0.0017085319996112958, 0.4073653145363399, 0.44536972294251126]",0.9794358114401499
anger,When someone lies to me. ,anger,"[0.8805144329865774, 0.8332550525665283, 0.6461966186761856, 0.5952394430836042, 0.0013688737623548757, 0.4527032598853111, 0.863484134276708]",0.8805144329865774
sadness,At an unjust insult or injure. ,anger,"[0.9910762012004852, 0.9856177071730295, 0.9089187781016032, 0.7684245606263479, 0.0008429079559088374, 0.6952701838066181, 0.9775251547495524]",0.9910762012004852
disgust,From the cigarette smoke. Usually I feel disgust from it when I am in a restaurant. ,disgust,"[0.8714463114738464, 0.9574474195639292, 0.8597392638524374, 0.822624683380127, 0.07437185933425401, 0.6970342695713043, 0.9209463198979696]",0.9574474195639292
shame,When I promise to do something but I don't fulfill it. ,guilt,"[0.8326216340065002, 0.6996810436248779, 0.6999336580435435, 0.907158762216568, 0.013248652355590215, 0.8363584876060486, 0.8761100570360819]",0.907158762216568
guilt,When I don't fulfill my obligations. ,guilt,"[0.9075586795806885, 0.8232800960540771, 0.774201845129331, 0.96568763256073, 0.012853136315243319, 0.7862940927346548, 0.9382176001866659]",0.96568763256073
joy,When my affairs with the girl I love settled positively. ,joy,"[0.003950257581891492, 0.0005287866806611419, 0.00957569579865473, 0.30265559752782184, 0.9486532111962637, 0.0022537019685842097, 0.003850995854008943]",0.9486532111962637
fear,"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us. ",guilt,"[0.6008807023366293, 0.4648953477541606, 0.8224297265211741, 0.8401593863964081, 0.4082335556546847, 0.6747017254432043, 0.6501967906951904]",0.8401593863964081
anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially. ",anger,"[0.9908648331960043, 0.9786455730597178, 0.8273630142211914, 0.8983498613039652, 0.2225545882974984, 0.7772625585397085, 0.9484338263670603]",0.9908648331960043
sadness,When I am alone and listen to a song which I like very much and which I had listened before together with friends. ,joy,"[0.10528506726647417, 0.005913528332409139, 0.05752173388221612, 0.32272911568482715, 0.5723607788483301, 0.17602970420072475, 0.08701239495227735]",0.5723607788483301
disgust,A striking act of ingratitude at a public vehicle. ,disgust,"[0.9773260454336802, 0.9902424116929373, 0.784559041261673, 0.7709803091517339, 0.0008642393974393295, 0.8145891030629476, 0.9888836145401001]",0.9902424116929373
shame,"I counterfeited a mark in the school register during the lesson in gymnastics. I felt this feeling two days later when I stood face to face with my teacher, whom I highly appreciated and respected. ",guilt,"[0.8567957580089569, 0.7299309770266215, 0.8167315026124319, 0.9562382201353709, 0.25155936119457084, 0.7092788542310396, 0.9198817213376363]",0.9562382201353709
guilt,In a fit of temper I told things that were unjust and they greatly hurt my mother though she didn't show it. ,guilt,"[0.9038752714792887, 0.6780388827125231, 0.2672644394139449, 0.9045131504535675, 0.00460855889590069, 0.4489022217070063, 0.894157866636912]",0.9045131504535675
joy,I passed successfully the preliminary exam for a participation in the children Assembly. ,joy,"[0.03091617611547311, 0.02103192483385404, 0.07999107761618991, 0.30951517696181935, 0.8006483813126882, 0.03140063265648981, 0.0037318629135067263]",0.8006483813126882
fear,I was alone in my room at the boarding house when at o'clock someone knocked violently on the door. ,fear,"[0.9187743663787842, 0.8441683252652487, 0.9686434169610342, 0.8769237597783407, 0.21186106372624636, 0.9421420494715372, 0.8763252993424734]",0.9686434169610342
anger,A friend of mine promised to come with me to the cinema but he didn't come. ,guilt,"[0.8665934006373087, 0.7539025644461314, 0.7139887362718582, 0.9175895949204763, 0.16410287842154503, 0.8887491325537363, 0.8932461937268575]",0.9175895949204763
sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success. ,sadness,"[0.14115392850362696, 0.588906226058801, 0.5596311643409232, 0.8783763945102692, 0.0010907750256592408, 0.9747008681297302, 0.8055213590463003]",0.9747008681297302
disgust,"Recently in the tram, a man ran his fingers over my girlfriend then over me. ",anger,"[0.9747633139292399, 0.957229902346929, 0.9421049753824869, 0.9515196084976196, 0.13286729797255248, 0.7792820731798807, 0.9694729745388031]",0.9747633139292399
shame,"I had to prepare a report but I couldn't write it. I read from a book off-hand, I was quite uneasy and I felt I didn't manage. ",fear,"[0.8345591227213541, 0.7848596076170603, 0.9733964701493582, 0.9662869373957316, 0.03762182659314325, 0.8811809420585632, 0.9237056771914164]",0.9733964701493582
guilt,My father got a slight heart attack after a telephone call of mine. ,guilt,"[0.6731291264295578, 0.6040340761343638, 0.8030180831750234, 0.8632022539774576, 0.059000491087014474, 0.6549803006152312, 0.7475431561470032]",0.8632022539774576
joy,Bulgaria won a football match against France. ,joy,"[0.13446464389562607, 0.03345374809578061, 0.12369910006721814, 0.4464101394017537, 0.8184323608875275, 0.05361389368772507, 0.01845583802787587]",0.8184323608875275
fear,I was going to knock down a pedestrian with my car. ,fear,"[0.923376609881719, 0.8856490055720011, 0.9469021360079447, 0.9359376728534698, 0.10199544867888714, 0.6954909910758337, 0.8730853696664175]",0.9469021360079447
anger,I was neglected undeservedly. ,shame,"[0.9553373952706655, 0.9419568777084351, 0.7932761559883753, 0.825873326510191, 0.001207182164459179, 0.9670510590076447, 0.9906075199445089]",0.990607519944508
sadness,My grandmother died. ,sadness,"[0.551443467537562, 0.5541927566130956, 0.8000040998061498, 0.8889196415742239, 0.1634707849783202, 0.905009905497233, 0.750440239906311]",0.905009905497233
disgust,A man was unfair to a girlfriend of mine. ,shame,"[0.9454751908779144, 0.9350060323874155, 0.630589040617148, 0.9491017063458761, 0.009803751735792806, 0.7547082801659902, 0.9582416514555613]",0.958241651455561
shame,I didn't offer my seat to a pregnant woman in the bus. ,guilt,"[0.8376948535442352, 0.7732705175876617, 0.6924941937128702, 0.9590447346369425, 0.04735083474467198, 0.7717414001623789, 0.8649215300877889]",0.9590447346369425
guilt,I didn't attend lectures. ,guilt,"[0.5638459920883179, 0.5577966670195261, 0.5572391773263613, 0.8393079737822214, 0.20846556375424066, 0.7993207474549612, 0.7849115232626597]",0.8393079737822214
joy,I felt joy when my two twin sisters were born. ,joy,"[0.00022458394839001508, 0.00019208205533990016, 0.000719249430403579, 0.08719576077904397, 0.9594011803468069, 0.0002203494696004782, 0.0006518915979540907]",0.9594011803468069
fear,"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order. ",fear,"[0.744663675626119, 0.7985315322875977, 0.9875171085198721, 0.8937599956989288, 0.13240895812244466, 0.8894805610179901, 0.7787381907304128]",0.9875171085198721
anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons. ",guilt,"[0.927467962106069, 0.8286840617656708, 0.8298644771178564, 0.9340182145436605, 0.18044110030556718, 0.8787908852100372, 0.9135561188062032]",0.9340182145436605
sadness,Some months ago my wife gave birth to twin sisters. She had no idea of looking after babies and she felt quite oppressed. The fact that I couldn't help her caused grief to me. ,sadness,"[0.918778250614802, 0.8236175874869028, 0.8939814468224844, 0.9319436947504679, 0.20370970627603432, 0.9375756283601125, 0.9096790254116058]",0.9375756283601125
disgust,"I feel disgust with some people when I see what they are capable of, including lack of any dignity, when trying to find a seat in the tram. ",disgust,"[0.9915756583213806, 0.9960136314233144, 0.8432187934716543, 0.8273821572462717, 0.011123258547740988, 0.7453120077649752, 0.9858158826828003]",0.9960136314233144
shame,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver. ,shame,"[0.5417556588848432, 0.7892334858576456, 0.787664587299029, 0.9755569994449615, 0.1162272136619625, 0.8054300000270208, 0.9768264393011729]",0.976826439301172
guilt,Some days ago I had a slight car accident through my fault. ,guilt,"[0.5684317797422409, 0.4601813728610675, 0.6005426049232483, 0.9636006057262421, 0.07165267801610753, 0.6863488927483559, 0.8077358106772105]",0.9636006057262421
joy,The period when I was pregnant and when I gave birth to my son. I can say those were the happiest months in my life. ,joy,"[0.03252365067601204, 0.001863673309950779, 0.05715594003656103, 0.4718172301848729, 0.9673562149206797, 0.0034008789904570826, 0.07988610041017334]",0.9673562149206797
fear,A fear from the loss of a close friend as a result of his behavior. ,fear,"[0.1065559594038253, 0.5866184780995051, 0.9908155997594198, 0.86790332198143, 0.016793870699378505, 0.726304958264033, 0.6789131313562393]",0.9908155997594198
anger,"When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned. ",anger,"[0.9243238866329193, 0.847244530916214, 0.8018751939137777, 0.8956379393736521, 0.18831062829121947, 0.8517141739527384, 0.87441153327624]",0.9243238866329193
sadness,From the fact that my husband and I are not in good terms. ,shame,"[0.9076473017533621, 0.9194355905056, 0.7956732114156088, 0.9137844840685526, 0.0041607617361781495, 0.8202493836482366, 0.94066321849823]",0.9406632184982
disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents. ",disgust,"[0.9905968308448792, 0.991654098033905, 0.8907201588153839, 0.744433785478274, 0.010550393024459481, 0.7509323433041573, 0.9786004523436228]",0.991654098033905
shame,When I don't succeed to fulfill a promise. ,guilt,"[0.8979994555314382, 0.8582773605982462, 0.9040789107481638, 0.9620050291220347, 0.007011798821622506, 0.8888608316580454, 0.9449299772580465]",0.9620050291220347
guilt,"When I am not able to fulfill any request of my son - can't take him out to ride his byke, because I am tired. ",guilt,"[0.864594578742981, 0.762645865480105, 0.8155897855758667, 0.9584750831127167, 0.007540868212042066, 0.9322909712791443, 0.9266739189624786]",0.9584750831127167
joy,I felt joy when I saw my daughter after a separation of twenty days. ,joy,"[0.00027349680991998565, 0.000203997294496124, 0.0018970435667142738, 0.16932204696543826, 0.9653578499952952, 0.0002433585686958395, 0.0014820349266907822]",0.9653578499952952
fear,"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it. ",fear,"[0.38301726927359897, 0.5396995097398758, 0.9178219040234884, 0.7997597853342692, 0.147785401418029, 0.5249992435177168, 0.6304330428441366]",0.9178219040234884
anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult. ,anger,"[0.9908124705155691, 0.947879840930303, 0.7648907750844955, 0.868692954381307, 0.1916196026528875, 0.8246991634368896, 0.9564429918924967]",0.9908124705155691
fear,A fear of lack of personal powers. ,fear,"[0.19946695251079896, 0.4520408809185028, 0.8738583823045095, 0.33898422742883366, 0.0010838127830841888, 0.6380515197912852, 0.5130012258887291]",0.8738583823045095
anger,"At an undeserved attitude toward a man, when human personality is not treated decently. ",anger,"[0.9911508063475291, 0.9835038185119629, 0.95262344678243, 0.9543071488539377, 0.05612287498661317, 0.8133343805869421, 0.9896730283896128]",0.9911508063475291
sadness,At an irrevocable loss (with respect to human relations). ,sadness,"[0.976910412311554, 0.9809934298197428, 0.9815013209978739, 0.7817559111863375, 0.0010901643108809367, 0.9857653578122457, 0.9836060802141825]",0.9857653578122457
disgust,"At an unworthy behaviour of a man, pettiness, stupidity and mostly at a philistinism. ",disgust,"[0.988592118024826, 0.9919377466042837, 0.7544908573230108, 0.8712284515301386, 0.0029041516633393862, 0.673581243182222, 0.9899806678295135]",0.9919377466042837
shame,At a weakness on my part. ,shame,"[0.5523101761937141, 0.6111875722805659, 0.7309183826049169, 0.8587086697419485, 0.0014997985078177105, 0.8318988184134165, 0.9403544068336487]",0.940354406833648
guilt,When I don't justify the confidence of people that I respect. ,guilt,"[0.756166622042656, 0.4545381081600984, 0.49089085186521214, 0.891567587852478, 0.10119972183989982, 0.7291003813346227, 0.7973457475503286]",0.891567587852478
joy,When I was admitted to the University. ,joy,"[0.5234537050127983, 0.3695906897385915, 0.5251739323139191, 0.7442735830942789, 0.7481050888697306, 0.5502616812785467, 0.4629185199737549]",0.7481050888697306
fear,Because of a conflict with my parents there was a possibility to interrupt my studies. ,guilt,"[0.6825289527575175, 0.47782620539267856, 0.6917434632778168, 0.8790968855222067, 0.07353756322603051, 0.6703907983998457, 0.6642733216285706]",0.8790968855222067
anger,I feel a strong anger when I am treated unjustly. ,anger,"[0.9965805212656657, 0.9630596737066904, 0.3640471650287509, 0.3875980833545327, 0.040940855576385125, 0.17845713502417007, 0.5139429770254841]",0.9965805212656657
sadness,At a prolonged separation with my family. ,sadness,"[0.8501293857892355, 0.7708104252815247, 0.9341718057791392, 0.865067740281423, 0.024682514214267332, 0.94430540005366, 0.8807910680770874]",0.94430540005366
disgust,I was looking for an object when I came across a rotten corpse of a rat. ,disgust,"[0.7488076289494833, 0.9448136389255524, 0.8782244324684143, 0.8546619613965353, 0.025046248415795464, 0.74210703621308, 0.8762265841166178]",0.9448136389255524
shame,I feel this feeling at one and the same degree when I am not prepared to overcome certain obstacle in my life. ,sadness,"[0.9025124410788218, 0.8366319636503855, 0.9383293688297272, 0.9205648601055145, 0.521920179327329, 0.9403413037459055, 0.8809000154336294]",0.9403413037459055
guilt,I offended a person who had done much for me and who had helped me for everything. ,shame,"[0.9538926680882772, 0.9405319193998972, 0.6442224631706873, 0.8877620697021484, 0.016125680071127135, 0.7403027911980947, 0.9787652492523193]",0.978765249252319
joy,"The day when my son said for the first time ""mummy"". ",joy,"[0.12709474004805088, 0.0068409896436302615, 0.09137457857529323, 0.5546660100420316, 0.8973852296670278, 0.4071558659585814, 0.128742185421288]",0.8973852296670278
fear,Before an exam in logics. ,fear,"[0.3665827785929044, 0.18580186242858568, 0.5363418025275072, 0.47216633955637616, 0.14030037261545658, 0.2562744381527106, 0.2596031092107296]",0.5363418025275072
anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger. ,anger,"[0.9791810313860575, 0.8817137181758881, 0.6796103666226069, 0.8014580607414246, 0.1689450455402645, 0.5396543890237808, 0.7986077666282654]",0.9791810313860575
sadness,My son lives in the country. I feel sadness when I see mothers having walks with their children. ,sadness,"[0.39624246714326244, 0.8346156577269236, 0.8032718400160471, 0.8979778587818146, 0.015152177002164535, 0.9671158691247305, 0.8423529664675394]",0.9671158691247305
disgust,"The behaviour of a colleague of mine, which doesn't correspond to my norms of behaviour. ",guilt,"[0.904173324505488, 0.8189166585604349, 0.6589619740843773, 0.9215440054734548, 0.010135688144752445, 0.629619379217426, 0.8619752526283264]",0.9215440054734548
shame,I was to take part in a cocktail party on the occasion of our national holiday as a servant. ,guilt,"[0.4423671290278435, 0.19903094073136648, 0.4332071046034495, 0.6452864482998848, 0.5315901885430018, 0.3303203582763672, 0.4763406937321027]",0.6452864482998848
guilt,I ignored and offended my parents on the eve of the New Year. ,shame,"[0.9510513146718343, 0.9556105931599935, 0.738896648089091, 0.9320918420950571, 0.012521923238333935, 0.8617187241713206, 0.9855177303155264]",0.985517730315526
